,district,metro,area,rooms,floor,gk,price,adress
2596,2.87,1.0,60.0,1.0,13.0,0.0,24750.0,"Леси Украинки бульв., 7б, Печерский р-н"
2597,1.53,3.0,60.0,1.0,14.0,1.0,31625.0,"Антоновича ул. (Горького), 109, Голосеевский р-н"
2598,1.53,3.0,65.0,2.0,14.0,1.0,31625.0,"Антоновича ул. (Горького), 109, Голосеевский р-н"
2599,2.87,1.0,47.0,1.0,3.0,1.0,24750.0,"Джона Маккейна ул. (Кудри Ивана), 1, Печерский р-н"
2600,1.74,1.0,225.0,4.0,7.0,0.0,178750.0,"Франко Ивана ул., 4б, Шевченковский р-н"
2601,1.74,1.0,187.0,4.0,6.0,0.0,60500.0,"Назаровская ул. (Ветрова), 7б, Шевченковский р-н"
2602,1.18,3.0,73.0,2.0,6.0,1.0,12000.0,"Семьи Стешенко ул. (Строкача Тимофея), 3, Святошинский р-н"
2603,1.19,1.0,50.0,2.0,2.0,0.0,8000.0,"Верховного Совета бульв., 10, Днепровский р-н"
2604,1.74,1.0,80.0,3.0,2.0,0.0,30250.0,"Хмельницкого Богдана ул., 9, Шевченковский р-н"
2605,1.74,1.0,75.0,2.0,8.0,0.0,27500.0,"Коперника ул., 11, Шевченковский р-н"
2607,2.87,1.0,31.0,1.0,2.0,0.0,8500.0,"Бастионная ул., 1/36, Печерский р-н"
2608,2.87,1.0,85.0,2.0,4.0,0.0,22000.0,"Василия Тютюнника ул. (Барбюса Анри), 16, Печерский р-н"
2609,2.87,1.0,54.0,1.0,17.0,0.0,34375.0,"Джона Маккейна ул. (Кудри Ивана), 7, Печерский р-н"
2610,2.87,1.0,32.0,1.0,4.0,0.0,13000.0,"Василия Тютюнника ул. (Барбюса Анри), 11/2, Печерский р-н"
2612,2.87,1.0,45.0,2.0,3.0,0.0,24750.0,"Печерский спуск, 11, Печерский р-н"
2613,1.53,1.0,43.0,2.0,4.0,0.0,11000.0,"Задорожный пер., 5, Голосеевский р-н"
2615,2.87,1.0,35.0,1.0,7.0,0.0,13500.0,"Саксаганского, 12, Печерский р-н"
2616,1.53,1.0,22.0,1.0,7.0,0.0,8500.0,"Голосеевская ул., 3, Голосеевский р-н"
2617,2.87,1.0,58.0,2.0,16.0,0.0,17500.0,"Дружбы Народов бульв., 14-16, Печерский р-н"
2618,1.18,3.0,30.0,1.0,1.0,0.0,6000.0,"Леся Курбаса просп. (50-летия Октября), 9е, Святошинский р-н"
2619,2.87,1.0,100.0,2.0,25.0,0.0,35750.0,"Кловский спуск, 7а, Печерский р-н"
2620,1.22,3.0,50.0,2.0,2.0,0.0,9000.0,"Оболонский просп., 13, Оболонский р-н"
2622,1.0,2.0,36.0,1.0,5.0,0.0,6500.0,"Милославская ул., 23б, Деснянский р-н"
2623,1.0,3.0,33.0,1.0,8.0,0.0,9000.0,"Курчатова академика ул., 8, Деснянский р-н"
2624,1.12,3.0,60.0,1.0,20.0,1.0,22000.0,"Днепровская наб., 14, Дарницкий р-н"
2625,1.12,3.0,60.0,2.0,20.0,1.0,22000.0,"Днепровская наб., 14, Дарницкий р-н"
2626,1.29,3.0,150.0,3.0,4.0,0.0,54972.5,"Андреевский спуск, 1а, Подольский р-н"
2627,2.87,1.0,140.0,4.0,11.0,0.0,41222.5,"Ковпака ул., 17, Печерский р-н"
2628,1.74,1.0,100.0,3.0,3.0,0.0,23375.0,"Паньковская ул., 27/78, Шевченковский р-н"
2629,2.87,1.0,61.0,1.0,9.0,0.0,24722.5,"Леси Украинки бульв., 7б, Печерский р-н"
2630,2.87,1.0,61.0,2.0,9.0,0.0,24750.0,"Леси Украинки бульв., 7б, Печерский р-н"
2632,1.12,3.0,34.0,1.0,12.0,0.0,12000.0,"Заречная ул., 4/2, Дарницкий р-н"
2633,1.29,3.0,36.0,1.0,3.0,0.0,10000.0,"Правды просп., 3, Подольский р-н"
2634,1.0,3.0,70.0,3.0,3.0,0.0,9000.0,"Милославская ул., 23, Деснянский р-н"
2635,1.12,3.0,54.0,2.0,15.0,0.0,16000.0,"Драгоманова ул., 2б, Дарницкий р-н"
2636,1.0,3.0,22.0,1.0,9.0,0.0,6000.0,"Лесной просп., 19, Деснянский р-н"
2638,1.53,3.0,40.0,1.0,4.0,0.0,10000.0,"Владимира Брожко ул. (Кировоградская), 70, Голосеевский р-н"
2640,1.53,1.0,75.0,2.0,1.0,0.0,13000.0,"переулок Ясиноватский, 11, Голосеевский р-н"
2641,1.19,3.0,48.0,1.0,16.0,1.0,13500.0,"Каблукова академика ул., 23А, Соломенский р-н"
2642,1.19,3.0,60.0,3.0,10.0,0.0,21000.0,"Механизаторов ул., 2а, Соломенский р-н"
2643,2.87,1.0,155.0,4.0,14.0,0.0,77000.0,"Евгения Коновальца ул. (Щорса), 44а, Печерский р-н"
2644,1.19,3.0,107.0,3.0,18.0,0.0,46750.0,"Патриарха Мстислава Скрипника ул., 40, Соломенский р-н"
2645,2.87,1.0,40.0,1.0,6.0,1.0,17875.0,"Предславинская ул., 53, Печерский р-н"
2646,2.87,1.0,86.0,3.0,8.0,0.0,19000.0,"Предславинская ул., 38, Печерский р-н"
2647,1.22,1.0,134.0,3.0,12.0,0.0,44000.0,"Героев Сталинграда просп., 12-Д, Оболонский р-н"
2648,1.53,3.0,69.0,2.0,13.0,0.0,17900.0,"Конева ул., 10/1, Голосеевский р-н"
2649,1.19,3.0,41.0,2.0,7.0,1.0,14500.0,"Практичная ул., 4, Соломенский р-н"
2650,1.29,3.0,46.0,1.0,1.0,0.0,27500.0,"Спасская ул., 11, Подольский р-н"
2651,1.0,3.0,37.0,1.0,5.0,0.0,7200.0,"Маяковского Владимира просп., 95а, Деснянский р-н"
2652,1.19,3.0,75.0,2.0,4.0,0.0,11000.0,"Краковская ул., 7, Днепровский р-н"
2653,1.74,1.0,68.0,2.0,2.0,0.0,14900.0,"Жилянская ул., 59, Шевченковский р-н"
2654,1.12,2.0,57.0,2.0,6.0,0.0,11000.0,"Руденко Ларисы ул., 7, Дарницкий р-н"
2655,1.19,3.0,80.0,3.0,4.0,0.0,13500.0,"Лобановского просп. (Краснозвездный), 12, Соломенский р-н"
2656,1.12,3.0,31.0,1.0,4.0,0.0,8000.0,"Юрия Пасхалина ул. (Ильича), 8, Дарницкий р-н"
2657,1.18,3.0,70.0,2.0,13.0,0.0,15000.0,"Пушиной Феодоры ул., 23, Святошинский р-н"
2658,1.29,3.0,39.0,1.0,6.0,0.0,9500.0,"Правды просп., 41, Подольский р-н"
2659,1.0,3.0,36.0,1.0,9.0,0.0,6200.0,"Маяковского Владимира просп., 59а, Деснянский р-н"
2660,1.18,3.0,50.0,1.0,21.0,0.0,8500.0,"Олевская ул., 7, Святошинский р-н"
2661,1.74,1.0,41.0,1.0,4.0,0.0,14000.0,"Бульварно-Кудрявская ул. (Воровского), 43, Шевченковский р-н"
2662,1.19,1.0,52.0,2.0,5.0,0.0,12000.0,"Липковского Василия ул. (Урицкого), 27/5, Соломенский р-н"
2663,1.74,1.0,177.0,3.0,16.0,0.0,151250.0,"Шевченко Тараса бульв., 30, Шевченковский р-н"
2664,1.18,3.0,39.0,1.0,1.0,0.0,8500.0,"Чернобыльская ул., 19, Святошинский р-н"
2665,1.12,2.0,49.0,1.0,23.0,0.0,14000.0,"Чавдар Елизаветы ул., 1, Дарницкий р-н"
2669,2.87,1.0,96.0,2.0,3.0,0.0,26000.0,"Дружбы Народов бульв., 14-16, Печерский р-н"
2670,1.53,3.0,65.0,2.0,4.0,0.0,12500.0,"Вильямса академика ул., 17/11, Голосеевский р-н"
2671,2.87,1.0,52.0,1.0,15.0,1.0,34375.0,"Джона Маккейна ул. (Кудри Ивана), 7, Печерский р-н"
2673,1.18,2.0,60.0,2.0,6.0,1.0,20625.0,"Отдыха ул., Святошинский р-н"
2674,1.22,3.0,86.0,3.0,4.0,0.0,20500.0,"Героев Сталинграда просп., 20, Оболонский р-н"
2675,1.53,1.0,50.0,1.0,7.0,0.0,10500.0,"Моторный пер., 9а, Голосеевский р-н"
2676,1.19,1.0,38.0,1.0,7.0,0.0,10500.0,"ул. Митрополита Липковского, 11, Соломенский р-н"
2677,1.53,3.0,96.0,2.0,2.0,1.0,17000.0,"Конева ул., 12, Голосеевский р-н"
2678,1.53,3.0,70.0,2.0,9.0,1.0,16000.0,"Вильямса академика ул., 17/11, Голосеевский р-н"
2679,1.74,1.0,150.0,4.0,7.0,0.0,101750.0,"Шевченко Тараса бульв., 27Б, Шевченковский р-н"
2681,1.12,3.0,50.0,1.0,8.0,0.0,10000.0,"Ревуцкого ул., 7в, Дарницкий р-н"
2682,1.74,1.0,170.0,4.0,7.0,0.0,151250.0,"Пирогова ул., 2/37, Шевченковский р-н"
2683,1.18,3.0,75.0,3.0,4.0,0.0,12000.0,"Олевская ул., 3а, Святошинский р-н"
2684,1.19,3.0,74.0,2.0,2.0,0.0,27500.0,"Липковского Василия ул. (Урицкого), 33А, Соломенский р-н"
2685,1.29,3.0,110.0,3.0,2.0,0.0,33000.0,"Хорива ул., 39-41, Подольский р-н"
2686,1.22,1.0,70.0,3.0,14.0,0.0,23100.0,"Героев Сталинграда просп., 2 Д, Оболонский р-н"
2687,1.74,1.0,80.0,2.0,2.0,0.0,26000.0,"Ярославов Вал ул., 28/2, Шевченковский р-н"
2688,1.53,3.0,48.0,1.0,3.0,0.0,13000.0,"Заболотного академика ул., 15, Голосеевский р-н"
2689,1.12,2.0,53.0,1.0,14.0,0.0,14000.0,"Днепровская наб., 26, Дарницкий р-н"
2690,1.19,3.0,44.0,2.0,5.0,1.0,9400.0,"Тампере ул., 2/20, Днепровский р-н"
2691,2.87,1.0,75.0,1.0,8.0,0.0,27500.0,"Леси Украинки бульв., 7-А, Печерский р-н"
2692,1.19,3.0,44.0,2.0,5.0,0.0,11500.0,"Бульвар Перова, 20, Днепровский р-н"
2694,1.22,3.0,52.0,1.0,15.0,0.0,13000.0,"Иорданская ул. (Гавро Лайоша), 1, Оболонский р-н"
2695,1.29,3.0,45.0,2.0,3.0,0.0,7000.0,"Бестужева Александра пер., 11, Подольский р-н"
2696,2.87,1.0,140.0,3.0,12.0,1.0,33000.0,"Е. Коновальца ул. (Щорса), 32а, Печерский р-н"
2697,1.12,3.0,74.0,2.0,8.0,0.0,20000.0,"Бажана Николая просп., 8б, Дарницкий р-н"
2698,1.12,3.0,43.0,1.0,11.0,0.0,10000.0,"Мишуги Александра ул., 1/4, Дарницкий р-н"
2699,1.53,1.0,65.0,2.0,2.0,0.0,21000.0,"Саксаганского, 26, Голосеевский р-н"
2701,1.19,3.0,50.0,2.0,7.0,0.0,19250.0,"Игоря Шамо бульв. (Давыдова Алексея), 13 А, Днепровский р-н"
2702,1.74,1.0,182.0,3.0,10.0,0.0,150150.0,"Шевченко Тараса бульв., 30, Шевченковский р-н"
2703,1.74,1.0,224.0,4.0,14.0,0.0,189750.0,"Шевченко Тараса бульв., 30, Шевченковский р-н"
2704,1.74,1.0,429.0,4.0,2.0,0.0,412500.0,"Десятинная ул., 11, Шевченковский р-н"
2705,2.87,1.0,40.0,1.0,2.0,0.0,16000.0,"Михаила Бойчука ул. (Киквидзе), 26, Печерский р-н"
2706,1.53,2.0,49.0,1.0,9.0,1.0,11500.0,"Симоненка ул., 5а, Голосеевский р-н"
2707,1.22,3.0,78.0,2.0,4.0,0.0,12500.0,"Макеевская ул., 8, Оболонский р-н"
2708,1.0,3.0,50.0,1.0,19.0,0.0,8500.0,"Градинская ул., 7, Деснянский р-н"
2709,1.22,1.0,33.0,1.0,9.0,0.0,9625.0,"Залки Мате ул., 4, Оболонский р-н"
2710,1.22,1.0,50.0,1.0,5.0,0.0,15000.0,"Героев Сталинграда просп., 24, Оболонский р-н"
2711,1.29,3.0,37.0,1.0,12.0,1.0,10500.0,"Правды просп., 45, Подольский р-н"
2712,1.29,3.0,44.0,1.0,12.0,1.0,10500.0,"Правды просп., 45, Подольский р-н"
2713,1.22,1.0,40.6,1.0,21.0,0.0,27500.0,"Тимошенко маршала ул., 21/19, Оболонский р-н"
2714,1.74,1.0,120.0,3.0,7.0,0.0,57750.0,"Ирининская ул., Шевченковский р-н"
2715,1.12,1.0,65.0,1.0,22.0,1.0,27500.0,"Днепровская наб., 14а, Дарницкий р-н"
2716,1.12,1.0,86.0,3.0,2.0,0.0,57750.0,"Днепровская наб., Дарницкий р-н"
2717,1.12,1.0,70.0,2.0,19.0,0.0,35750.0,"Трускавецкая ул., Дарницкий р-н"
2718,1.53,1.0,25.0,1.0,4.0,0.0,11000.0,"Березовая ул., Голосеевский р-н"
2720,1.0,3.0,52.0,2.0,8.0,0.0,9000.0,"лыфаря, Деснянский р-н"
2721,1.29,3.0,67.0,2.0,10.0,1.0,16500.0,"Правды просп., Подольский р-н"
2722,2.87,1.0,73.1,2.0,14.0,0.0,41250.0,"Димитрова, Печерский р-н"
2723,1.74,1.0,88.0,2.0,8.0,0.0,30000.0,"Кудрявский узвіз 3б , Шевченковский р-н"
2724,1.18,3.0,47.0,2.0,5.0,0.0,7500.0,"петра куринного, Святошинский р-н"
2725,1.19,1.0,65.0,2.0,12.0,1.0,1300.0,"Дарницкий бульв., 8В, Днепровский р-н"
2726,1.29,3.0,70.0,2.0,16.0,1.0,11000.0,"Сергея Данченко ул., 1, Подольский р-н"
2727,1.53,1.0,25.0,1.0,4.0,0.0,11000.0,"Практична, Голосеевский р-н"
2728,2.87,1.0,50.0,2.0,8.0,0.0,13500.0,"Филатова академика ул., 1/22, Печерский р-н"
2729,1.22,1.0,70.0,3.0,7.0,0.0,14800.0,"Тимошенко маршала ул., Оболонский р-н"
2730,1.0,3.0,50.0,2.0,3.0,0.0,8000.0,"Курчатова академика ул., Деснянский р-н"
2731,1.29,2.0,45.0,1.0,13.0,0.0,10500.0,"Бакинская ул., 37г, Подольский р-н"
2732,1.19,2.0,36.0,1.0,7.0,0.0,7500.0,"Малышка Андрея ул., Днепровский р-н"
2733,1.74,1.0,46.0,2.0,4.0,0.0,15500.0,"Белорусская ул., 10/18, Шевченковский р-н"
2734,1.19,1.0,53.0,1.0,25.0,0.0,16000.0,"Никольско-Слободская ул., Днепровский р-н"
2735,1.12,3.0,65.0,2.0,23.0,1.0,22000.0,"Бориса Гмыри ул., 16а, Дарницкий р-н"
2736,1.12,3.0,60.0,2.0,16.0,0.0,18500.0,"Вишняковская ул., 2, Дарницкий р-н"
2737,1.12,3.0,44.0,1.0,21.0,0.0,15000.0,"Драгоманова ул., 10, Дарницкий р-н"
2738,1.12,3.0,50.0,2.0,10.0,0.0,24000.0,"Осокорская ул., 2а, Дарницкий р-н"
2739,1.12,3.0,52.0,1.0,4.0,0.0,13500.0,"Драгоманова ул., 2, Дарницкий р-н"
2741,1.53,1.0,72.0,2.0,20.0,0.0,12999.0,"Науки просп., Голосеевский р-н"
2742,1.19,1.0,94.0,3.0,3.0,0.0,16000.0,"Труда бульв., Днепровский р-н"
2743,1.53,1.0,39.0,2.0,1.0,0.0,11500.0,"Большая Васильковская ул. (Красноармейская), Голосеевский р-н"
2744,2.87,1.0,86.0,3.0,9.0,0.0,57750.0,"Василия Тютюнника ул. (Барбюса Анри), Печерский р-н"
2745,1.29,3.0,46.0,1.0,3.0,0.0,14000.0,"Замковецкая ул., Подольский р-н"
2746,1.53,1.0,65.0,2.0,21.0,0.0,45375.0,"Антоновича ул. (Горького), Голосеевский р-н"
2747,1.53,1.0,75.0,2.0,13.0,0.0,15500.0,"Саперно-Слободская ул., Голосеевский р-н"
2748,1.12,3.0,40.0,2.0,4.0,1.0,16000.0,"Днепровская наб., Дарницкий р-н"
2749,1.18,3.0,50.0,1.0,4.0,1.0,12500.0,"Ушакова Николая ул., Святошинский р-н"
2750,1.18,1.0,45.0,2.0,10.0,0.0,8000.0,"Чернобыльская ул., Святошинский р-н"
2751,1.19,3.0,52.0,2.0,5.0,0.0,10500.0,"Гагарина Юрия просп., Днепровский р-н"
2752,1.19,3.0,36.0,1.0,4.0,0.0,7200.0,"Алма-Атинская ул., Днепровский р-н"
2753,1.12,1.0,35.0,1.0,6.0,0.0,9000.0,"Софии Русовой ул., Дарницкий р-н"
2754,1.22,1.0,38.0,1.0,6.0,0.0,8000.0,"Северная ул., Оболонский р-н"
2755,1.22,3.0,34.0,1.0,5.0,0.0,9000.0,"Автозаводская ул., Оболонский р-н"
2757,1.19,1.0,45.0,2.0,3.0,0.0,12000.0,"Верховного Совета бульв., Днепровский р-н"
2758,1.53,1.0,93.0,3.0,5.0,0.0,27472.5,"Деловая ул., Голосеевский р-н"
2760,1.0,3.0,43.0,1.0,20.0,0.0,6900.0,"Милославская ул., Деснянский р-н"
2761,1.74,1.0,48.0,2.0,4.0,0.0,14000.0,"Телиги Олены ул., Шевченковский р-н"
2762,1.19,3.0,31.0,1.0,5.0,0.0,6500.0,"Волынская ул., Соломенский р-н"
2763,1.29,3.0,45.0,2.0,3.0,0.0,6500.0,"Ижакевича Ивана ул., Подольский р-н"
2764,1.12,1.0,52.0,2.0,20.0,0.0,16999.0,"Осокорская ул., Дарницкий р-н"
2765,1.53,3.0,50.0,1.0,6.0,1.0,12999.0,"Ломоносова ул., Голосеевский р-н"
2766,1.53,2.0,35.0,1.0,5.0,1.0,10999.0,"Ломоносова ул., Голосеевский р-н"
2767,1.0,3.0,47.0,2.0,1.0,0.0,10800.0,"Бойченко Александра ул., Деснянский р-н"
2768,1.12,3.0,47.0,2.0,3.0,0.0,9000.0,"Лесной пер., Дарницкий р-н"
2769,1.19,3.0,45.0,1.0,9.0,0.0,11000.0,"Эрнста ул., Соломенский р-н"
2770,1.22,2.0,30.0,1.0,4.0,0.0,8500.0,"Копыловская, Оболонский р-н"
2771,1.19,3.0,46.0,1.0,7.0,1.0,18500.0,"Липковского Василия ул. (Урицкого), Соломенский р-н"
2772,1.22,3.0,43.0,1.0,23.0,0.0,13000.0,"Майорова/ Калнышевского, Оболонский р-н"
2773,1.19,2.0,51.0,1.0,3.0,0.0,12000.0,"Каблукова академика ул., Соломенский р-н"
2775,1.74,1.0,25.0,1.0,4.0,0.0,5000.0,"Артиллерийский пер., Шевченковский р-н"
2776,1.19,2.0,41.0,1.0,5.0,0.0,7000.0,"Ушинского ул., Соломенский р-н"
2777,1.53,3.0,47.0,1.0,5.0,0.0,17000.0,"Вильямса академика ул., Голосеевский р-н"
2778,1.22,3.0,40.0,1.0,20.0,1.0,11500.0,"Петра Калнышевского ул. (Майорова Михаила), Оболонский р-н"
2779,1.22,3.0,135.0,3.0,10.0,0.0,33000.0,"Героев Сталинграда просп., Оболонский р-н"
2780,1.19,3.0,45.0,2.0,3.0,0.0,7000.0,"Пожарского ул., Днепровский р-н"
2781,1.12,1.0,48.0,1.0,8.0,0.0,12500.0,"Харьковское шоссе, Дарницкий р-н"
2782,1.53,2.0,38.0,1.0,6.0,0.0,7800.0,"Заболотного академика ул., Голосеевский р-н"
2783,1.22,1.0,35.0,1.0,15.0,0.0,9000.0,"Героев Сталинграда просп., Оболонский р-н"
2784,1.0,3.0,45.0,1.0,10.0,0.0,6000.0,"Радунская ул., Деснянский р-н"
2785,1.53,3.0,35.0,1.0,2.0,0.0,6000.0,"Медицинская , Голосеевский р-н"
2786,1.19,3.0,50.0,2.0,25.0,0.0,17000.0,"Шумского Юрия ул., Днепровский р-н"
2787,2.87,1.0,60.0,2.0,17.0,1.0,41222.5,"Лумумбы Патриса ул., Печерский р-н"
2788,1.18,3.0,34.0,1.0,1.0,0.0,7000.0,"Жолудева, Святошинский р-н"
2789,1.12,2.0,42.0,1.0,7.0,0.0,8000.0,"Пчелки Елены ул., Дарницкий р-н"
2791,1.12,3.0,52.0,2.0,23.0,0.0,16999.0,"Драгоманова ул., Дарницкий р-н"
2792,1.22,3.0,86.0,2.0,4.0,1.0,23000.0,"Героев Сталинграда просп., Оболонский р-н"
2793,1.22,3.0,86.0,2.0,9.0,1.0,20000.0,"Героев Сталинграда просп., Оболонский р-н"
2794,1.53,2.0,30.0,1.0,7.0,0.0,6000.0,"Лятошинского композитора ул., Голосеевский р-н"
2795,1.19,3.0,39.0,1.0,7.0,0.0,8000.0,"Гетьмана Вадима ул., Соломенский р-н"
2796,1.74,1.0,52.0,1.0,8.0,1.0,22000.0,"Паньковская ул., Шевченковский р-н"
2798,1.12,1.0,39.0,1.0,5.0,0.0,7000.0,"Ревуцкого ул., Дарницкий р-н"
2799,1.19,3.0,35.0,1.0,1.0,0.0,6300.0,"Кибальчича Николая ул., Днепровский р-н"
2800,2.87,1.0,57.0,2.0,3.0,0.0,16500.0,"Михаила Бойчука ул. (Киквидзе), Печерский р-н"
2801,1.22,1.0,135.0,3.0,10.0,1.0,34375.0,"Героев Сталинграда просп., Оболонский р-н"
2803,1.19,3.0,40.0,1.0,7.0,0.0,8500.0,"Шухевича Романа просп. (Ватутина генерала), Днепровский р-н"
2804,1.22,3.0,52.0,2.0,5.0,0.0,12500.0,"Архипенко , Оболонский р-н"
2806,1.74,1.0,36.0,1.0,3.0,0.0,7500.0,"Дегтяревская ул., Шевченковский р-н"
2807,1.19,3.0,45.0,2.0,4.0,0.0,8000.0,"Гарматная ул., Соломенский р-н"
2808,1.12,3.0,52.0,1.0,15.0,0.0,11500.0,"Юрия Пасхалина ул. (Ильича), Дарницкий р-н"
2810,1.74,1.0,46.0,2.0,2.0,0.0,14500.0,"Победы просп., Шевченковский р-н"
2811,1.0,3.0,43.0,1.0,9.0,0.0,7000.0,"Бальзака Оноре ул., Деснянский р-н"
2812,1.29,3.0,45.0,1.0,14.0,1.0,20000.0,"Гречко маршала ул., Подольский р-н"
2813,1.12,1.0,50.0,2.0,7.0,0.0,9900.0,"Вишняковская ул., Дарницкий р-н"
2814,1.19,3.0,63.0,3.0,4.0,0.0,9000.0,"Проспект Отрадныи., Соломенский р-н"
2815,2.87,1.0,90.0,3.0,21.0,0.0,60500.0,"Драгомирова ул., Печерский р-н"
2816,2.87,1.0,43.0,1.0,22.0,0.0,27500.0,"Бендукидзе Кахи ул., Печерский р-н"
2817,1.19,3.0,29.0,1.0,1.0,0.0,5000.0,"Ушинского ул., Соломенский р-н"
2818,1.12,2.0,82.0,2.0,12.0,0.0,22999.0,"Чавдар Елизаветы ул., Дарницкий р-н"
2819,1.74,1.0,58.0,2.0,5.0,0.0,14500.0,"Исаакяна ул., Шевченковский р-н"
2820,1.74,1.0,58.0,2.0,5.0,0.0,14500.0,"Исаакяна ул., Шевченковский р-н"
2821,1.0,3.0,23.0,1.0,4.0,0.0,5500.0,"Волкова космонавта ул., Деснянский р-н"
2822,1.53,3.0,123.0,3.0,1.0,1.0,22000.0,"Вильямса академика ул., Голосеевский р-н"
2823,1.29,3.0,50.0,2.0,4.0,0.0,10000.0,"Межевая ул., Подольский р-н"
2824,1.19,1.0,34.0,1.0,2.0,0.0,6500.0,"Мира просп., Днепровский р-н"
2825,2.87,1.0,97.0,3.0,2.0,0.0,33000.0,"Евгения Коновальца ул. (Щорса), Печерский р-н"
2826,1.12,1.0,60.0,2.0,23.0,1.0,27500.0,"Днепровская наб., Дарницкий р-н"
2827,2.87,1.0,116.0,3.0,10.0,0.0,88000.0,"Драгомирова ул., Печерский р-н"
2828,1.12,1.0,62.0,2.0,8.0,1.0,27500.0,"Днепровская наб., Дарницкий р-н"
2830,1.53,3.0,43.0,2.0,2.0,0.0,10500.0,"Маричанская ул. (Бубнова Андрея), Голосеевский р-н"
2831,2.87,1.0,25.0,1.0,5.0,0.0,9800.0,"Василя Яна, Печерский р-н"
2832,1.12,2.0,56.0,2.0,13.0,0.0,8999.0,"Руденко Ларисы ул., Дарницкий р-н"
2833,1.19,1.0,47.0,1.0,17.0,1.0,11500.0,"Панельная ул., Днепровский р-н"
2834,1.22,3.0,38.0,1.0,3.0,0.0,8000.0,"Автозаводская ул., Оболонский р-н"
2836,1.19,1.0,33.0,1.0,21.0,0.0,12000.0,"Каховская ул., Днепровский р-н"
2839,1.19,1.0,50.0,1.0,19.0,1.0,16000.0,"Сагайдака Степана ул., Днепровский р-н"
2841,1.19,1.0,52.0,2.0,18.0,0.0,18000.0,"Сагайдака Степана ул., Днепровский р-н"
2842,1.19,3.0,32.0,1.0,1.0,0.0,7000.0,"Искровская ул., Соломенский р-н"
2843,1.53,1.0,75.0,2.0,10.0,1.0,49225.0,"Антоновича ул. (Горького), Голосеевский р-н"
2844,1.53,1.0,47.0,1.0,1.0,1.0,14000.0,"Юношеская ул., Голосеевский р-н"
2845,1.53,1.0,45.0,1.0,2.0,1.0,14000.0,"Амурская ул., Голосеевский р-н"
2846,1.74,1.0,56.0,2.0,2.0,0.0,14000.0,"проспект Победы, Шевченковский р-н"
2849,1.19,3.0,40.0,1.0,7.0,1.0,13000.0,"Регенераторная ул., Днепровский р-н"
2850,1.53,3.0,28.0,1.0,2.0,1.0,11000.0,"Максимовича, Голосеевский р-н"
2851,1.18,3.0,60.0,1.0,2.0,0.0,7000.0,"Блока Александра ул., Святошинский р-н"
2852,2.87,1.0,50.0,2.0,2.0,1.0,35722.5,"Саперное Поле ул., Печерский р-н"
2854,1.19,3.0,35.0,2.0,35.0,1.0,9000.0,"Харьковское шоссе, Днепровский р-н"
2855,1.29,2.0,40.0,1.0,13.0,1.0,12500.0,"Правды просп., Подольский р-н"
2856,1.53,1.0,78.0,3.0,3.0,0.0,18999.0,"Ямская ул., Голосеевский р-н"
2857,1.29,3.0,65.0,2.0,2.0,0.0,11000.0,"Тираспольская ул., 47, Подольский р-н"
2858,1.18,1.0,30.0,1.0,10.0,0.0,8000.0,"Олевская ул., 7, Святошинский р-н"
2859,1.18,1.0,25.0,1.0,4.0,0.0,7000.0,"Кольцевая дор., 69, Святошинский р-н"
2860,1.18,1.0,20.0,1.0,10.0,0.0,7000.0,"Пшеничная ул., 65а, Святошинский р-н"
2861,1.74,1.0,70.0,2.0,16.0,1.0,27500.0,"Победы просп., 67, Шевченковский р-н"
2862,1.74,1.0,160.0,4.0,19.0,0.0,45375.0,"Чорновола Вячеслава ул. (Черновола Вячеслава), 25, Шевченковский р-н"
2863,1.74,1.0,40.0,1.0,15.0,1.0,22000.0,"Салютная ул., 2, Шевченковский р-н"
2864,1.53,1.0,50.0,2.0,13.0,1.0,46750.0,"Антоновича ул. (Горького), 44, Голосеевский р-н"
2865,1.12,3.0,96.0,2.0,22.0,0.0,15000.0,"Григоренко Петра просп., 22/20, Дарницкий р-н"
2866,1.18,3.0,46.0,2.0,1.0,0.0,10500.0,"Желудева ул., 6в, Святошинский р-н"
2867,1.19,3.0,30.1,1.0,5.0,1.0,12375.0,"Березневая ул., 16, Днепровский р-н"
2868,1.18,3.0,54.0,2.0,6.0,0.0,7800.0,"Львовская ул., 53, Святошинский р-н"
2869,1.22,1.0,54.0,2.0,6.0,0.0,13000.0,"Северная ул., 16, Оболонский р-н"
2870,1.18,3.0,31.0,1.0,9.0,1.0,10000.0,"Обуховская ул., 137а, Святошинский р-н"
2871,1.12,3.0,92.0,3.0,18.0,0.0,15000.0,"Григоренко Петра просп., 28Б, Дарницкий р-н"
2872,2.87,1.0,70.0,2.0,12.0,0.0,24000.0,"Хрещатик, 25, Печерский р-н"
2873,1.53,1.0,60.0,2.0,15.0,0.0,25000.0,"Антоновича ул. (Горького), 74, Голосеевский р-н"
2875,2.87,1.0,56.0,1.0,8.0,1.0,15000.0,"Дружбы Народов бульв., 14-16, Печерский р-н"
2876,2.87,1.0,23.0,1.0,4.0,0.0,18000.0,"бул. Леси Украинки, 3, Печерский р-н"
2878,1.53,3.0,34.0,1.0,3.0,0.0,6000.0,"Новопироговская ул., 21, Голосеевский р-н"
2879,1.12,1.0,65.0,2.0,23.0,0.0,22000.0,"Бориса Гмыри ул., 16а, Дарницкий р-н"
