,district,metro,area,rooms,floor,gk,price,adress
263,1.12,1.0,74.0,2.0,3.0,1.0,17500.0,"Ревуцкого ул., 40в, Дарницкий р-н"
264,1.29,3.0,40.0,1.0,6.0,0.0,12000.0,"Сергея Данченко ул., 30, Подольский р-н"
265,1.74,1.0,97.3,2.0,11.0,0.0,20000.0,"Черновола ул., 20, Шевченковский р-н"
266,1.19,3.0,30.0,1.0,1.0,0.0,8000.0,"Ушинского ул., 29, Соломенский р-н"
269,1.53,3.0,80.0,3.0,8.0,0.0,25000.0,"Метрологическая ул., 60, Голосеевский р-н"
270,1.18,3.0,34.0,1.0,5.0,0.0,8000.0,"Наумова генерала ул., 33, Святошинский р-н"
271,1.74,1.0,190.0,5.0,5.0,0.0,123750.0,"Гончара Олеся ул., 26, Шевченковский р-н"
272,1.12,1.0,65.0,2.0,11.0,1.0,24750.0,"Заречная ул., 1В, Дарницкий р-н"
273,1.19,1.0,50.0,1.0,11.0,0.0,19250.0,"Липковского Василия ул. (Урицкого), 33а, Соломенский р-н"
274,1.19,1.0,44.0,1.0,13.0,0.0,12000.0,"Панельная ул., 7, Днепровский р-н"
275,1.19,3.0,50.0,1.0,12.0,0.0,17000.0,"Эрнста ул., 16, Соломенский р-н"
276,2.87,1.0,240.0,4.0,7.0,0.0,137500.0,"Круглоуниверситетская ул., 14, Печерский р-н"
277,1.74,1.0,122.0,3.0,7.0,0.0,96250.0,"Лысенко ул., 2а, Шевченковский р-н"
278,2.87,1.0,60.0,1.0,4.0,0.0,27500.0,"Городецкого архитектора ул., 12, Печерский р-н"
279,2.87,1.0,145.0,4.0,4.0,0.0,110000.0,"Липская ул., 12/5, Печерский р-н"
280,1.74,1.0,196.0,5.0,7.0,0.0,60500.0,"Дмитриевская ул., 9/11, Шевченковский р-н"
281,1.29,1.0,106.0,3.0,2.0,0.0,33000.0,"Хорива ул., 39-41, Подольский р-н"
282,1.74,1.0,240.0,5.0,2.0,0.0,110000.0,"Рейтарская , 41, Шевченковский р-н"
283,1.19,1.0,40.0,1.0,7.0,0.0,10000.0,"Каховская ул., 58, Днепровский р-н"
284,1.22,3.0,42.0,1.0,3.0,0.0,8000.0,"Автозаводская ул., 93, Оболонский р-н"
285,1.19,3.0,105.0,3.0,14.0,0.0,41250.0,"Миколи Голего ул. (Лебедева-Кумача), 7В, Соломенский р-н"
286,2.87,1.0,190.0,4.0,11.0,1.0,206250.0,"Драгомирова ул., 69, Печерский р-н"
287,2.87,1.0,63.0,2.0,6.0,1.0,49500.0,"Драгомирова ул., 15а, Печерский р-н"
288,2.87,1.0,55.0,2.0,9.0,1.0,38500.0,"Драгомирова ул., 15а, Печерский р-н"
289,2.87,1.0,250.0,5.0,9.0,0.0,220000.0,"Драгомирова ул., 18а, Печерский р-н"
290,2.87,1.0,120.0,3.0,16.0,0.0,121000.0,"Драгомирова ул., 70, Печерский р-н"
291,2.87,1.0,120.0,3.0,10.0,1.0,71500.0,"Драгомирова ул., 20, Печерский р-н"
292,1.12,3.0,72.0,3.0,19.0,1.0,29900.0,"Днепровская наб., 16г, Дарницкий р-н"
293,1.12,3.0,50.0,1.0,10.0,0.0,13000.0,"Чавдар Елизаветы ул., 11, Дарницкий р-н"
294,1.74,1.0,78.0,3.0,16.0,0.0,27500.0,"Черновола ул., 27, Шевченковский р-н"
295,1.74,1.0,45.0,2.0,1.0,0.0,13000.0,"Зоологическая ул., 4а, Шевченковский р-н"
296,2.87,1.0,62.0,3.0,9.0,0.0,24000.0,"Евгения Коновальца ул. (Щорса), 15/2, Печерский р-н"
297,2.87,1.0,35.0,1.0,4.0,0.0,14000.0,"Бассейная ул., 10, Печерский р-н"
298,2.87,1.0,57.0,2.0,3.0,0.0,16500.0,"Михаила Бойчука ул. (Киквидзе), 9/12, Печерский р-н"
299,2.87,1.0,110.0,3.0,10.0,0.0,28000.0,"Панаса Мирного ул., 17, Печерский р-н"
300,1.74,1.0,140.0,4.0,2.0,0.0,107250.0,"Рейтарская ул., 11, Шевченковский р-н"
301,1.18,3.0,66.0,2.0,16.0,1.0,24420.0,"Победы просп., 67, Святошинский р-н"
302,1.19,1.0,50.0,2.0,12.0,1.0,24750.0,"Никольско-Слободская ул., 3-б, Днепровский р-н"
303,1.53,1.0,60.0,2.0,10.0,1.0,35750.0,"Голосеевский просп. (40-летия Октября), 60, Голосеевский р-н"
304,1.12,1.0,61.0,2.0,20.0,1.0,25000.0,"Днепровская наб., 14а, Дарницкий р-н"
305,1.19,3.0,55.0,2.0,13.0,1.0,17000.0,"Жмаченко генерала ул., 28, Днепровский р-н"
306,1.74,1.0,38.0,1.0,2.0,0.0,14000.0,"Саксаганского ул., 60а, Шевченковский р-н"
307,1.74,1.0,254.0,4.0,3.0,0.0,88000.0,"Паньковская ул., 8, Шевченковский р-н"
308,1.53,3.0,75.0,2.0,13.0,0.0,15500.0,"Саперно-Слободская ул., 22, Голосеевский р-н"
309,1.74,1.0,40.0,1.0,2.0,0.0,15500.0,"Пимоненко Николая ул., 4, Шевченковский р-н"
310,1.19,3.0,30.0,1.0,6.0,0.0,11000.0,"Вацлава Гавела бульв. (Лепсе Ивана), 6в, Соломенский р-н"
311,1.19,3.0,156.0,3.0,25.0,1.0,77000.0,"Кудряшова ул., 20Б, Соломенский р-н"
312,1.12,1.0,39.0,1.0,11.0,1.0,8700.0,"Светлая ул., 3, Дарницкий р-н"
313,1.12,1.0,33.0,1.0,7.0,0.0,8500.0,"Вересневая ул., 5, Дарницкий р-н"
314,1.19,1.0,55.0,2.0,18.0,0.0,22000.0,"Никольско-Слободская ул., 3а, Днепровский р-н"
315,1.12,3.0,76.0,2.0,22.0,0.0,26000.0,"Ахматовой Анны ул., 50, Дарницкий р-н"
316,1.19,3.0,50.0,1.0,2.0,1.0,12000.0,"Каблукова академика ул., 19, Соломенский р-н"
317,1.53,3.0,50.0,2.0,20.0,1.0,18000.0,"Демиевская ул., 18, Голосеевский р-н"
318,1.12,1.0,32.0,1.0,9.0,0.0,12000.0,"Каменская ул. (Днепродзержинская), 6, Дарницкий р-н"
319,1.74,1.0,45.0,2.0,1.0,0.0,13000.0,"Зоологическая ул., 4а, Шевченковский р-н"
320,1.74,1.0,55.0,1.0,9.0,0.0,16000.0,"Герцена ул., 35, Шевченковский р-н"
321,2.87,1.0,140.0,4.0,7.0,0.0,96250.0,"Драгомирова ул., 12, Печерский р-н"
323,2.87,1.0,85.0,2.0,21.0,1.0,35750.0,"Зверинецкая ул., 59, Печерский р-н"
324,2.87,1.0,50.0,2.0,6.0,1.0,46695.0,"Саперное Поле ул., 5, Печерский р-н"
325,1.22,1.0,63.2,2.0,15.0,0.0,23375.0,"Тимошенко маршала ул., 13а, Оболонский р-н"
326,1.53,1.0,105.0,3.0,23.0,1.0,151250.0,"Лабораторный пер., 7, Голосеевский р-н"
327,2.87,1.0,90.0,2.0,3.0,1.0,93500.0,"Драгомирова ул., 16Б, Печерский р-н"
328,1.19,1.0,48.0,2.0,4.0,0.0,14000.0,"ул. Челябинская, 7, Днепровский р-н"
329,1.74,1.0,78.0,2.0,4.0,1.0,27500.0,"Глубочицкая ул., 32а, Шевченковский р-н"
330,2.87,1.0,160.0,3.0,5.0,1.0,63250.0,"Драгомирова ул., 2а, Печерский р-н"
331,1.53,1.0,186.0,4.0,20.0,0.0,55000.0,"Деловая ул., 2б, Голосеевский р-н"
332,1.74,1.0,80.0,2.0,6.0,1.0,30250.0,"Глубочицкая ул., 32в, Шевченковский р-н"
333,2.87,1.0,120.0,3.0,14.0,0.0,27500.0,"Леси Украинки бульв., 30Б, Печерский р-н"
334,2.87,1.0,165.0,3.0,2.0,1.0,57750.0,"Драгомирова ул., 2а, Печерский р-н"
335,2.87,1.0,90.0,2.0,7.0,0.0,33000.0,"Драгомирова ул., 20, Печерский р-н"
336,2.87,1.0,56.0,2.0,7.0,0.0,13000.0,"Институтская ул., 18, Печерский р-н"
337,1.22,3.0,127.0,3.0,2.0,1.0,33000.0,"Героев Сталинграда просп., 4, Оболонский р-н"
338,1.74,1.0,65.0,2.0,5.0,0.0,33000.0,"Бульварно-Кудрявская, 21, Шевченковский р-н"
339,1.29,3.0,71.0,2.0,5.0,0.0,13000.0,"вул. Сергія Данченка, 1, Подольский р-н"
340,1.19,1.0,45.0,1.0,17.0,1.0,11500.0,"Панельная ул., 7, Днепровский р-н"
341,2.87,1.0,135.0,3.0,18.0,0.0,60500.0,"Деловая, 2Б, Печерский р-н"
342,1.19,3.0,34.0,1.0,4.0,0.0,7000.0,"Радужная ул., 2б, Днепровский р-н"
343,1.19,3.0,23.0,1.0,7.0,0.0,5800.0,"Миколи Голего ул. (Лебедева-Кумача), 28/32, Соломенский р-н"
345,1.74,1.0,136.0,4.0,7.0,0.0,52250.0,"Полтавская ул., 10, Шевченковский р-н"
346,1.53,3.0,25.0,1.0,2.0,0.0,11000.0,"Лучистая ул., 42, Голосеевский р-н"
347,2.87,1.0,235.0,5.0,9.0,0.0,90750.0,"Лютеранская ул., 10 А, Печерский р-н"
348,1.0,3.0,30.0,1.0,7.0,0.0,7500.0,"Маяковского Владимира просп., 12, Деснянский р-н"
349,1.74,1.0,56.0,1.0,17.0,0.0,12000.0,"Руданского Степана ул., 3а, Шевченковский р-н"
350,2.87,1.0,53.0,2.0,16.0,0.0,17000.0,"Дружбы Народов бульв., 14/16, Печерский р-н"
351,1.12,1.0,75.0,2.0,9.0,0.0,12000.0,"Вишняковская ул., 9, Дарницкий р-н"
353,1.12,1.0,85.0,2.0,14.0,0.0,22900.0,"Чавдар Елизаветы ул., 1, Дарницкий р-н"
354,2.87,1.0,38.0,1.0,7.0,0.0,15000.0,"Бастионный пер., 7, Печерский р-н"
355,1.19,3.0,31.0,1.0,7.0,1.0,10000.0,"Харьковское шоссе, 19, Днепровский р-н"
356,1.19,1.0,80.0,2.0,4.0,1.0,15500.0,"Никольско-Слободская ул., 1А, Днепровский р-н"
357,2.87,1.0,82.0,3.0,1.0,0.0,24000.0,"Институтская ул., Печерский р-н"
358,2.87,1.0,50.0,1.0,9.0,1.0,23375.0,"Филатова академика ул., 2/1, Печерский р-н"
359,1.19,3.0,61.0,3.0,3.0,0.0,14000.0,"Красноткацкая ул., Днепровский р-н"
360,1.19,1.0,36.0,1.0,7.0,0.0,7000.0,"Красноткацкая ул., 29, Днепровский р-н"
361,1.22,1.0,46.0,2.0,9.0,0.0,12000.0,"Малиновского маршала ул., 13, Оболонский р-н"
362,2.87,1.0,45.0,2.0,3.0,0.0,11000.0,"Неманская ул., 2, Печерский р-н"
364,1.19,1.0,60.0,1.0,21.0,1.0,20000.0,"Никольско-Слободская ул., 3 а, Днепровский р-н"
365,1.53,3.0,50.0,1.0,8.0,0.0,13000.0,"Вильямса академика ул., 3/7, Голосеевский р-н"
366,1.29,3.0,90.0,2.0,3.0,0.0,19000.0,"Почайнинская ул., 23, Подольский р-н"
367,2.87,1.0,55.0,2.0,3.0,0.0,17875.0,"Бассейная ул., 23, Печерский р-н"
368,1.0,3.0,50.0,2.0,5.0,0.0,9000.0,"Курчатова академика ул., 11, Деснянский р-н"
369,1.19,3.0,37.0,1.0,4.0,0.0,6000.0,"Рогозовская ул., 1, Днепровский р-н"
371,1.12,1.0,47.0,2.0,23.0,0.0,14900.0,"Каменская ул. (Днепродзержинская), 128, Дарницкий р-н"
373,1.19,1.0,49.0,2.0,5.0,0.0,17875.0,"Евгения Сверстюка ул. (Расковой Марины), 6г, Днепровский р-н"
374,1.22,1.0,51.0,2.0,3.0,0.0,14000.0,"Северная ул., 54б, Оболонский р-н"
375,1.74,1.0,65.0,3.0,5.0,0.0,20000.0,"Владимирская ул., 89/91, Шевченковский р-н"
376,1.53,1.0,51.0,1.0,11.0,0.0,15500.0,"Глушкова академика просп., 9д, Голосеевский р-н"
377,1.22,1.0,54.0,2.0,8.0,0.0,14500.0,"Оболонский просп., 32, Оболонский р-н"
378,1.29,3.0,35.0,1.0,27.0,0.0,11000.0,"Петропавловская ул., 40, Подольский р-н"
379,1.12,3.0,45.0,1.0,8.0,0.0,12000.0,"Руденко Ларисы ул., 10в, Дарницкий р-н"
380,1.18,3.0,48.0,2.0,7.0,0.0,9000.0,"Юры Гната ул., Святошинский р-н"
381,1.18,3.0,25.0,1.0,1.0,0.0,6000.0,"Леся Курбаса просп. (50-летия Октября), Святошинский р-н"
382,1.74,1.0,80.0,3.0,8.0,0.0,16000.0,"Туполева академика ул., Шевченковский р-н"
383,1.22,3.0,44.0,1.0,2.0,0.0,8500.0,"Полярна, Оболонский р-н"
384,1.22,1.0,43.0,1.0,7.0,0.0,10200.0,"Тимошенко маршала ул., 2, Оболонский р-н"
385,1.0,3.0,32.0,1.0,9.0,0.0,6000.0,"Маяковского Владимира просп., 12а, Деснянский р-н"
386,1.19,3.0,48.0,2.0,4.0,0.0,8000.0,"Труда бульв., 1, Днепровский р-н"
387,1.74,1.0,65.0,3.0,4.0,0.0,19000.0,"Михайловский пер., 20, Шевченковский р-н"
388,1.19,3.0,80.0,3.0,21.0,0.0,27500.0,"Каховская ул., 60, Днепровский р-н"
390,1.29,3.0,47.0,2.0,11.0,1.0,15000.0,"Правды просп., 41а, Подольский р-н"
391,1.53,3.0,50.0,1.0,6.0,0.0,13000.0,"Вильямса академика ул., 19/14, Голосеевский р-н"
392,1.53,1.0,46.0,2.0,4.0,0.0,16500.0,"Большая Васильковская ул. (Красноармейская), 129, Голосеевский р-н"
393,1.74,1.0,63.0,3.0,2.0,0.0,15000.0,"Старокиевская ул., 1/5, Шевченковский р-н"
394,1.53,1.0,53.0,1.0,4.0,0.0,13000.0,"Ломоносова ул., 50/2, Голосеевский р-н"
395,1.22,3.0,60.0,2.0,25.0,1.0,15500.0,"Семьи Кульженков ул. (Дегтяренко Петра), 35, Оболонский р-н"
396,2.87,1.0,65.0,2.0,14.0,0.0,22000.0,"Джона Маккейна ул. (Кудри Ивана), 7, Печерский р-н"
397,2.87,1.0,56.0,2.0,8.0,0.0,16000.0,"ул. Антоновича, 91/14, Печерский р-н"
398,1.12,3.0,84.0,2.0,9.0,0.0,14000.0,"Чавдар Елизаветы ул., 13, Дарницкий р-н"
400,1.22,1.0,70.0,3.0,1.0,0.0,13500.0,"Тимошенко маршала ул., 1Г , Оболонский р-н"
401,1.19,3.0,46.0,2.0,3.0,0.0,9500.0,"Карбышева генерала ул., 18, Днепровский р-н"
402,2.87,1.0,56.0,1.0,14.0,1.0,35750.0,"Джона Маккейна ул. (Кудри Ивана), 7, Печерский р-н"
403,2.87,1.0,50.0,1.0,9.0,0.0,24750.0,"Драгомирова ул., 3, Печерский р-н"
404,1.19,3.0,45.0,2.0,5.0,0.0,11000.0,"Соломенская ул., 30, Соломенский р-н"
405,2.87,1.0,86.0,3.0,1.0,0.0,25000.0,"Мазепы Ивана ул. (Январского Восстания), 11А, Печерский р-н"
406,1.53,3.0,25.0,1.0,3.0,0.0,11500.0,"Березовая ул., Голосеевский р-н"
407,1.53,1.0,24.0,1.0,2.0,0.0,11000.0,"Юношеская ул., Голосеевский р-н"
408,1.12,3.0,50.0,2.0,22.0,1.0,17000.0,"Заречная ул., Дарницкий р-н"
409,1.53,1.0,107.0,3.0,15.0,1.0,27500.0,"Голосеевский просп. (40-летия Октября), 62, Голосеевский р-н"
410,2.87,1.0,60.0,2.0,13.0,0.0,24750.0,"Леси Украинки бульв., 7Б, Печерский р-н"
411,1.19,3.0,65.0,2.0,19.0,1.0,15000.0,"Воскресенская ул., 12Б, Днепровский р-н"
412,1.53,3.0,56.0,1.0,15.0,1.0,28000.0,"Антоновича ул. (Горького), 109, Голосеевский р-н"
413,1.74,1.0,53.0,1.0,2.0,0.0,15125.0,"Вильгельма Котарбинского ул. (Кравченко Николая), 15, Шевченковский р-н"
414,2.87,1.0,60.0,2.0,4.0,0.0,15000.0,"Леси Украинки бульв., 36/10, Печерский р-н"
415,2.87,1.0,34.0,1.0,7.0,0.0,21000.0,"Дружбы Народов бульв., 8А, Печерский р-н"
416,1.53,1.0,41.0,1.0,12.0,0.0,19000.0,"Максимовича ул. (Трутенко Онуфрия), 3, Голосеевский р-н"
417,2.87,1.0,71.0,2.0,18.0,0.0,32880.0,"Леси Украинки бульв., 7А, Печерский р-н"
418,1.29,3.0,50.0,1.0,7.0,0.0,13000.0,"Вышгородская ул., 45, Подольский р-н"
419,1.74,1.0,125.0,3.0,18.0,0.0,35000.0,"Дмитриевская ул., 13А, Шевченковский р-н"
420,2.87,1.0,57.0,2.0,9.0,0.0,17000.0,"Мечникова ул., 18, Печерский р-н"
421,2.87,1.0,60.0,2.0,5.0,0.0,23500.0,"Дарвина ул., 1, Печерский р-н"
422,1.0,3.0,56.0,2.0,7.0,0.0,9000.0,"Маяковского Владимира просп., Деснянский р-н"
423,1.53,3.0,64.0,2.0,12.0,0.0,13000.0,"Максимовича ул. (Трутенко Онуфрия), 7а, Голосеевский р-н"
424,1.74,1.0,35.0,1.0,8.0,1.0,13000.0,"Жилянская ул., 118, Шевченковский р-н"
425,1.12,3.0,140.0,4.0,10.0,0.0,24000.0,"Срибнокильская ул., 1, Дарницкий р-н"
426,1.18,1.0,56.0,1.0,23.0,0.0,12000.0,"Осенняя ул., 33, Святошинский р-н"
427,1.74,1.0,56.0,3.0,4.0,0.0,12500.0,"Грекова академика ул., 22а, Шевченковский р-н"
429,1.19,3.0,50.0,2.0,8.0,0.0,7100.0,"Алма-Атинская ул., 39В, Днепровский р-н"
430,1.19,3.0,44.0,1.0,22.0,0.0,14000.0,"Отрадный просп. (Чубаря), 2, Соломенский р-н"
431,1.19,3.0,36.0,1.0,7.0,0.0,11000.0,"Ушинского ул., 26, Соломенский р-н"
432,1.74,1.0,48.0,2.0,2.0,0.0,15000.0,"Победы просп., 22, Шевченковский р-н"
433,1.29,1.0,40.0,1.0,7.0,0.0,11000.0,"Тираспольская ул., 54, Подольский р-н"
434,1.74,1.0,65.0,2.0,6.0,0.0,22000.0,"Толстого Льва ул., 33, Шевченковский р-н"
