district,metro,area,rooms,floor,gk,price,adress,lat_long,repair,metro_dist
1.19,1,155.0,3,10,1,33000,"
ул. Юности, 8а, Киев
","('50.4655542', '30.6184039')",0,1
2.87,3,80.0,2,4,1,54900,"
ул. Джона Маккейна (Кудри Ивана), 3а, Киев
","('50.4142338', '30.5279141')",0,1
2.87,3,45.0,2,4,1,23300,"
ул. Предславинская, 55а, Киев
","('50.415693', '30.5266534')",0,1
1.12,1,74.0,2,3,0,15000,"
ул. Урловская, 17, Киев
","('50.4093991', '30.6167698')",0,1
1.53,1,80.0,2,4,0,17800,"
Ясиноватский пер., 10, Киев
","('50.409942', '30.506934')",0,1
1.18,3,46.0,1,25,0,12000,"
ул. Кольцевая дорога, 7, Киев
","('50.4254721', '30.3654637')",0,1
2.87,3,75.0,2,4,1,38400,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4245352', '30.523142')",0,2
2.87,3,50.0,1,4,1,27500,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4245352', '30.523142')",0,2
1.53,3,90.0,3,4,1,41200,"
Голосеевский проспект (40-летия Октября просп.), 60, Киев
","('50.4011111', '30.5120989')",0,1
1.19,1,55.0,1,4,1,13500,"
ул. Протасов Яр, 8, Киев
","('50.4271147', '30.4997214')",0,2
2.87,3,51.0,2,4,0,15000,"
ул. Бойчука Михаила (Киквидзе), 34а, Киев
","('50.4077468', '30.5515605')",0,1
1.29,1,50.0,2,15,1,17000,"
ул. Данченко Сергея, 34, Киев
","('50.4975637', '30.4403196')",0,1
1.53,3,70.0,2,5,1,41200,"
ул. Демеевская, 33, Киев
","('50.402467', '30.5096812')",0,1
1.19,1,50.0,2,6,0,10500,"
Отрадный просп., 38, Киев
","('50.4181697', '30.4238429')",0,1
1.53,3,70.0,2,10,1,27500,"
Голосеевский проспект (40-летия Октября просп.), 60, Киев
","('50.4011111', '30.5120989')",1,1
1.22,3,80.0,2,23,0,27500,"
Оболонский просп., 1, Киев
","('50.4989359', '30.4978973')",0,1
1.0,1,74.0,3,16,0,12500,"
ул. Бальзака Оноре де, 88а, Киев
","('50.527509', '30.610488')",0,1
1.19,1,36.0,1,14,0,8500,"
ул. Сивашская, 12/2, Киев
","('50.4327903', '30.6395998')",0,1
1.12,1,46.0,1,12,0,12000,"
ул. Урловская, 23г, Киев
","('50.4111192', '30.6139141')",0,1
1.12,1,66.0,2,6,0,12000,"
ул. Драгоманова, 17, Киев
","('50.4093352', '30.6396455')",0,1
1.74,1,30.0,1,5,0,8900,"
ул. Багговутовская, 1а, Киев
","('50.4715921', '30.4693952')",0,1
1.12,1,40.0,1,4,0,10000,"
Григоренко Петра просп., 28, Киев
","('50.405527', '30.629087')",0,1
1.29,1,45.0,1,4,0,17000,"
ул. Гречко Маршала, 10, Киев
","('50.49095', '30.4076515')",0,1
1.19,1,76.0,2,21,1,18000,"
ул. Воскресенская, 16в, Киев
","('50.4697632', '30.602015')",0,1
1.22,3,41.0,1,6,0,11500,"
ул. Малиновского Маршала, 27/23, Киев
","('50.505914', '30.5074851')",0,1
1.29,1,43.0,2,11,1,13700,"
Правды просп., 41г, Киев
","('50.5029346', '30.4271829')",0,1
1.74,3,32.0,1,4,0,8000,"
ул. Щусева, 6, Киев
","('50.4741336', '30.4464843')",0,1
1.18,3,120.0,3,9,0,22000,"
ул. Ирпенская, 69б, Киев
","('50.4593979', '30.3509143')",0,1
1.19,3,54.0,2,6,1,18000,"
ул. Туманяна Ованеса, 15а, Киев
","('50.4446846', '30.6013544')",0,1
1.53,3,43.0,2,5,0,14000,"
ул. Ломоносова, 5 корпус 2, Киев
","('50.3933271', '30.5029445')",0,1
2.87,3,135.0,4,4,1,146000,"
ул. Саперное Поле, 3, Киев
","('50.4193434', '30.530259')",0,1
2.87,3,55.0,2,14,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
1.53,3,67.0,2,12,1,49400,"
ул. Саксаганского, 37к, Киев
","('50.4354538', '30.5125045')",0,2
1.19,1,66.0,2,13,0,15000,"
ул. Рогозовская, 1а, Киев
","('50.4510259', '30.6748969')",0,1
2.87,3,55.0,2,18,1,38400,"
Лабораторный пер., 7, Киев
","('50.427243', '30.5261923')",0,1
2.87,3,55.0,2,10,1,33000,"
ул. Предславинская, 53, Киев
","('50.4163373', '30.5264988')",0,1
1.53,3,85.0,3,2,0,27400,"
ул. Ломоносова, 58, Киев
","('50.3836429', '30.4603824')",0,1
1.22,3,52.0,2,9,0,12000,"
ул. Гайдай Зои, 10а, Киев
","('50.5165875', '30.4912901')",0,1
2.87,3,52.0,2,13,0,28000,"
ул. Бойчука Михаила (Киквидзе), 41, Киев
","('50.4060956', '30.552806')",0,1
1.53,1,72.0,2,2,1,15000,"
ул. Практичная, 6, Киев
","('50.39242', '30.471247')",1,1
1.53,3,60.0,1,20,1,13500,"
ул. Голосеевская, 13, Киев
","('50.4000243', '30.5199515')",0,1
1.53,3,45.0,2,3,0,15000,"
ул. Потехина Полковника, 4, Киев
","('50.3851057', '30.4903806')",0,1
1.29,1,46.0,2,7,0,8500,"
Правды просп., 92, Киев
","('50.5065327', '30.4146248')",0,1
2.87,3,90.0,2,19,1,82400,"
ул. Предславинская, 40, Киев
","('50.4161613', '30.5254886')",0,1
1.74,1,167.0,4,4,0,33000,"
ул. Тургеневская, 45/49, Киев
","('50.4521349', '30.4908328')",0,2
1.18,3,53.0,1,9,0,15000,"
ул. Осенняя, 33, Киев
","('50.4664072', '30.3481097')",0,1
1.18,3,77.0,2,15,0,14500,"
ул. Пушиной Феодоры, 23, Киев
","('50.4573821', '30.3661969')",0,1
2.87,3,90.0,2,9,0,46700,"
ул. Предславинская, 37, Киев
","('50.4210503', '30.5231324')",0,1
2.87,3,70.0,3,9,0,43900,"
ул. Подвысоцкого Профессора, Киев
","('50.4142131', '30.5431414')",0,1
1.53,3,115.0,3,9,1,79600,"
Голосеевский проспект (40-летия Октября просп.), 58а, Киев
","('50.3980088', '30.5122319')",0,1
2.87,3,70.0,1,6,0,35700,"
Крутой спуск, 6-2, Киев
","('50.4422294', '30.5238777')",0,2
1.29,1,65.0,2,14,0,60400,"
ул. Леси Украинки (Ветряные Горы), 7в, Киев
","('50.5173448', '30.4411444')",0,1
2.87,3,75.0,2,9,1,63200,"
ул. Драгомирова Михаила, 20, Киев
","('50.4092905', '30.5438983')",0,1
1.0,1,52.0,1,24,0,10400,"
ул. Радунская, 2/18, Киев
","('50.5188864', '30.5948381')",0,1
2.87,3,90.0,2,7,1,63200,"
ул. Драгомирова Михаила, 11, Киев
","('50.409347', '30.5458778')",0,1
1.19,3,45.0,1,4,0,9750,"
Дарницкий бульв., Киев
","('50.4601372', '30.6160046')",1,1
2.87,3,58.0,2,13,1,43900,"
ул. Предславинская, 57, Киев
","('50.4152701', '30.5273529')",0,1
2.87,3,80.0,2,9,1,54900,"
ул. Джона Маккейна (Кудри Ивана), 1, Киев
","('50.4139129', '30.5264399')",0,1
1.74,1,100.0,3,3,0,64500,"
ул. Винниченко Владимира (Коцюбинского Юрия), 12, Киев
","('50.4542253', '30.4964554')",0,2
2.87,3,63.0,2,5,1,46700,"
ул. Предславинская, 55, Киев
","('50.415693', '30.5266534')",0,1
1.0,1,73.0,3,4,0,10000,"
Маяковского Владимира просп., 63а, Киев
","('50.513', '30.614017')",0,1
2.87,3,127.0,3,4,1,68600,"
ул. Коновальца Евгения (Щорса), 34а, Киев
","('50.4267967', '30.5344145')",0,1
1.19,1,57.0,1,4,1,14500,"
ул. Гарматная, 31а, Киев
","('50.44702', '30.4336673')",1,1
1.74,3,150.0,5,3,0,46400,"
ул. Михайловская, 24в, Киев
","('50.4545837', '30.5210949')",1,1
2.87,3,48.0,2,6,1,30200,"
ул. Предславинская, 57, Киев
","('50.4152701', '30.5273529')",0,1
1.53,3,75.0,3,9,0,52200,"
ул. Антоновича (Горького), 109, Киев
","('50.4228775', '30.5171182')",0,2
1.53,3,40.0,1,2,1,18000,"
ул. Теремковская, 4а, Киев
","('50.3697364', '30.4524232')",1,1
2.87,3,54.0,2,12,1,38400,"
Лабораторный пер., 7, Киев
","('50.427243', '30.5261923')",0,1
1.53,3,135.0,3,7,0,54900,"
ул. Антоновича (Горького), 19/21, Киев
","('50.4372611', '30.513853')",1,2
1.74,3,31.8,1,4,0,9000,"
ул. Телиги Елены, 35, Киев
","('50.4789127', '30.4513616')",0,1
2.87,3,100.0,3,4,0,35700,"
ул. Круглоуниверситетская, 11/19, Киев
","('50.4432551', '30.5265247')",0,1
1.12,1,116.0,3,6,0,24700,"
Харьковское шоссе, 56, Киев
","('50.4242527', '30.6434615')",0,1
1.19,3,60.0,2,4,1,15500,"
ул. Гетьмана Вадима (Индустриальная), 1а, Киев
","('50.45277', '30.4471186')",0,1
1.74,3,31.0,1,4,0,7500,"
ул. Ольжича, 22, Киев
","('50.4814352', '30.4415393')",0,1
1.19,1,43.5,2,3,0,12000,"
ул. Энтузиастов, 5, Киев
","('50.4343091', '30.5974482')",0,1
1.74,3,35.0,1,4,0,10000,"
ул. Лукьяновская, 9, Киев
","('50.4648438', '30.4917871')",0,1
1.29,1,48.0,2,4,1,22000,"
ул. Набережно-Рыбальская, 3, Киев
","('50.4796652', '30.5367108')",0,1
1.74,1,178.0,4,6,0,46700,"
ул. Павловская, 26, Киев
","('50.452134', '30.4859097')",1,2
1.74,1,121.0,3,4,0,46700,"
Несторовский пер., 6, Киев
","('50.4568673', '30.5039135')",0,2
1.18,1,35.0,1,14,0,9000,"
ул. Олевская, 11, Киев
","('50.4797653', '30.3404405')",0,1
1.53,1,50.0,1,4,1,12000,"
ул. Метрологическая, 56, Киев
","('50.3402878', '30.4765814')",0,1
1.19,3,46.0,1,4,0,13500,"
ул. Краковская, 27а, Киев
","('50.4572105', '30.6305204')",0,1
1.22,3,54.0,2,4,0,23000,"
Оболонский просп., 22, Киев
","('50.5097833', '30.5039637')",0,1
1.74,1,305.0,3,6,0,102000,"
ул. Гончара Олеся, 65, Киев
","('50.449098', '30.4998392')",0,2
1.53,3,93.0,4,7,0,23500,"
Науки просп., 18, Киев
","('50.401269', '30.5270947')",0,1
1.22,3,43.0,1,3,0,16800,"
ул. Малиновского Маршала, 8, Киев
","('50.5009537', '30.4947532')",1,1
1.53,3,57.0,1,4,0,14000,"
ул. Голосеевская, Киев
","('50.4011124', '30.5205065')",0,1
1.12,3,100.0,3,2,0,12500,"
Бориспольское шоссе, Киев
","('50.3906364', '30.7701451')",1,1
2.87,3,59.0,1,17,1,54900,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,56.0,1,14,1,35700,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,56.0,1,14,1,35700,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,72.0,3,10,1,82400,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
2.87,3,48.0,1,17,1,38400,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
1.29,1,80.0,2,12,0,14000,"
ул. Данченко Сергея, Киев
","('50.4967006', '30.4262978')",1,1
1.18,1,49.0,1,21,0,8500,"
ул. Олевская, Киев
","('50.4792205', '30.344108')",1,1
1.53,3,29.0,1,1,0,8000,"
ул. Бурмистенко, Киев
","('50.3909192', '30.4977538')",0,1
1.12,3,35.0,1,4,1,15000,"
ул. Осокорская, 2а, Киев
","('50.3976888', '30.6026249')",0,1
2.87,3,158.0,4,15,0,54900,"
ул. Гедройца Ежи (Тверская ), 2, Киев
","('50.4202939', '30.5252207')",0,1
2.87,3,76.0,2,9,0,33000,"
ул. Грушевского Михаила, 34а, Киев
","('50.4441912', '30.5418172')",1,1
1.29,1,60.0,2,10,0,13000,"
Правды просп., 37а, Киев
","('50.5026516', '30.4289411')",1,1
1.19,1,45.0,2,2,0,10000,"
Мира просп., 17, Киев
","('50.445257', '30.6135651')",0,1
1.12,3,56.0,2,13,0,15000,"
Григоренко Петра просп., 19а, Киев
","('50.4074982', '30.6315758')",0,1
1.19,1,65.0,3,4,0,7000,"
ул. Гарина Бориса, 53, Киев
","('50.4143135', '30.4733184')",0,2
1.53,3,44.0,1,2,0,14700,"
ул. Заболотного Академика, 15б, Киев
","('50.3574054', '30.4781365')",0,1
1.53,3,70.0,2,5,1,43900,"
ул. Демеевская, 33, Киев
","('50.402467', '30.5096812')",0,1
1.19,3,60.0,1,20,0,27600,"
ул. Никольско-Слободская, 3а, Киев
","('50.4551297', '30.5861282')",0,1
1.0,1,60.0,3,4,0,8000,"
ул. Шолом-Алейхема, 20, Киев
","('50.4728634', '30.6373681')",0,1
2.87,3,30.0,1,4,0,12000,"
Леси Украинки бульв., 24, Киев
","('50.428348', '30.5372506')",0,1
1.53,1,35.0,1,1,0,9000,"
ул. Метрологическая, 14/3, Киев
","('50.3505361', '30.476159')",0,1
1.53,1,43.0,1,2,0,12000,"
ул. Матыкина Генерала, 12, Киев
","('50.3003377', '30.5749824')",0,1
1.12,1,65.0,2,4,0,16000,"
ул. Ахматовой, 31, Киев
","('50.407479', '30.627456')",0,1
2.87,3,305.0,6,11,0,96100,"
Леси Украинки бульв., 23а, Киев
","('50.4239865', '30.5435004')",0,1
1.12,1,72.0,2,5,0,14000,"
ул. Драгоманова, 6/1, Киев
","('50.4152192', '30.6344149')",0,1
1.53,1,87.0,2,17,0,15000,"
Науки просп., 69, Киев
","('50.3760931', '30.5408567')",1,1
1.19,1,60.0,1,18,1,30200,"
ул. Кудряшова, 16, Киев
","('50.430762', '30.4859635')",1,3
1.29,3,28.0,1,4,0,13500,"
Андреевский спуск, Киев
","('50.4610226', '30.5160654')",1,1
1.29,3,43.0,1,4,0,17900,"
ул. Борисоглебская, 8, Киев
","('50.463459', '30.5228515')",0,1
1.18,1,95.0,3,4,0,13800,"
ул. Прилужная, 4/15, Киев
","('50.4597916', '30.3449434')",0,1
1.74,3,168.9,4,8,1,82400,"
ул. Назаровская (Ветрова Бориса), 23а, Киев
","('50.4642048', '30.4664647')",1,1
1.53,3,250.0,5,13,1,124000,"
ул. Толстого Льва, 39, Киев
","('50.4411641', '30.5014183')",0,2
1.18,3,56.0,2,4,0,9500,"
ул. Чистяковская, Киев
","('50.4536821', '30.3968971')",0,1
1.19,1,70.0,3,1,0,16000,"
Лобановского просп. (Краснозвездный просп.), 18, Киев
","('50.4204207', '30.4700351')",0,2
1.19,1,52.0,2,17,1,11000,"
Харьковское шоссе, 17а, Киев
","('50.4329436', '30.6338663')",0,1
1.19,1,24.0,1,4,1,9500,"
Соборности просп. (Воссоединения), 17, Киев
","('50.4364453', '30.6143898')",0,1
1.22,1,50.0,1,1,0,13000,"
ул. Героев Днепра, 57, Киев
","('50.5229718', '30.5068126')",0,1
1.53,3,61.0,1,14,1,14700,"
ул. Голосеевская, 13, Киев
","('50.4000243', '30.5199515')",0,1
1.19,1,48.0,3,4,0,8000,"
ул. Метростроевская, 8, Киев
","('50.4414748', '30.4116371')",0,1
1.74,3,65.0,3,4,0,5500,"
Победы просп., 20, Киев
","('50.4503654', '30.4736335')",0,2
1.53,1,36.0,1,6,1,12000,"
ул. Луценко Дмитрия, 12, Киев
","('50.3851947', '30.4467335')",1,1
2.87,3,50.0,2,3,0,22000,"
ул. Орлика Филиппа, 9, Киев
","('50.4422207', '30.5343236')",1,1
1.53,1,40.0,1,7,0,11000,"
ул. Метрологическая, Киев
","('50.3403006', '30.4765834')",0,1
1.74,3,105.0,3,4,0,41200,"
Шевченко Тараса бульв., 33б, Киев
","('50.4459911', '30.4961171')",0,2
1.22,3,76.0,2,9,0,30200,"
Оболонский просп., 1, Киев
","('50.4989359', '30.4978973')",0,1
1.12,3,86.0,3,2,1,57700,"
ул. Трускавецкая, 4б, Киев
","('50.4003674', '30.6017137')",0,1
1.22,1,51.0,2,7,0,12000,"
ул. Архипенко Александра (Мате Залки), 12/3, Киев
","('50.4953318', '30.518198')",0,1
2.87,3,134.0,3,4,1,54900,"
Леси Украинки бульв., 7б, Киев
","('50.4346578', '30.5312405')",1,1
1.12,1,54.0,1,26,0,13000,"
ул. Ахматовой, 13д, Киев
","('50.4074934', '30.6349592')",0,1
1.74,3,92.0,2,4,0,35700,"
ул. Михайловская, 24, Киев
","('50.4545837', '30.5210949')",0,1
1.74,3,59.0,2,4,0,22000,"
ул. Хмельницкого Богдана, 27/1, Киев
","('50.4465026', '30.5093625')",1,2
1.74,1,44.0,2,4,0,20000,"
ул. Гоголевская, 5, Киев
","('50.4491045', '30.4975428')",1,2
1.19,3,45.0,2,5,0,14000,"
ул. Жмаченко Генерала, 18, Киев
","('50.4635081', '30.6086174')",0,1
1.74,3,71.5,3,4,0,29500,"
ул. Дмитриевская, 1, Киев
","('50.448534', '30.4918977')",0,2
2.87,3,155.0,4,4,0,41200,"
ул. Городецкого Архитектора, 11б, Киев
","('50.4475318', '30.5266703')",0,1
1.29,1,49.0,1,4,0,11000,"
ул. Новомостицкая, 14, Киев
","('50.5002805', '30.4424389')",1,1
1.18,1,44.0,1,7,1,10000,"
ул. Коласа Якуба, 2б, Киев
","('50.4333442', '30.3746429')",0,1
1.18,3,39.0,1,6,0,9000,"
ул. Кольцевая дорога, 5а, Киев
","('50.4106469', '30.3911089')",0,1
1.19,1,42.0,1,4,0,16000,"
Гавела Вацлава бульв. (Лепсе Ивана), 6ж, Киев
","('50.4474224', '30.4213211')",0,1
1.74,1,90.0,3,4,0,27500,"
ул. Тургеневская, 29, Киев
","('50.4507722', '30.4919288')",0,2
1.22,3,52.0,2,4,0,12000,"
ул. Тимошенко Маршала, 2а, Киев
","('50.508559', '30.4912476')",0,1
1.74,3,49.0,1,4,0,10000,"
ул. Герцена, 18/20, Киев
","('50.4686858', '30.4733326')",0,1
1.53,3,56.0,2,4,1,19000,"
ул. Ломоносова, 71з, Киев
","('50.3874556', '30.4716826')",0,1
2.87,3,165.0,3,5,0,82400,"
ул. Институтская, 24/7, Киев
","('50.4445368', '30.5367099')",0,1
1.19,3,80.0,2,14,0,15000,"
ул. Лебедева Николая, 4/39а, Киев
","('50.3452756', '30.4874428')",0,1
1.19,1,82.0,3,10,0,27500,"
ул. Соломенская, 20в, Киев
","('50.4231649', '30.4799306')",0,2
2.87,3,75.0,2,20,1,33000,"
ул. Саперное Поле, 14/55, Киев
","('50.4166884', '30.5305395')",0,1
1.19,3,60.0,1,20,1,18000,"
ул. Богдановская, 7а, Киев
","('50.4364438', '30.4786048')",0,3
1.12,1,76.0,2,16,0,25800,"
ул. Ахматовой, 50, Киев
","('50.4060987', '30.616181')",1,1
1.18,3,50.0,2,6,0,15000,"
ул. Чистяковская, 12, Киев
","('50.4542263', '30.3960885')",1,1
2.87,3,182.0,4,7,1,46700,"
ул. Коновальца Евгения (Щорса), 32а, Киев
","('50.4278491', '30.531574')",1,1
2.87,3,50.0,2,5,1,27500,"
ул. Тютюнника Василия (Барбюса Анри), 28а, Киев
","('50.4248548', '30.5231196')",1,2
1.53,3,45.0,2,11,1,43900,"
ул. Антоновича (Горького), 44, Киев
","('50.433465', '30.513191')",1,2
1.53,3,70.0,3,18,1,63200,"
ул. Антоновича (Горького), 44, Киев
","('50.433465', '30.513191')",1,2
1.12,3,70.0,3,2,0,20000,"
ул. Драгоманова, 32б, Киев
","('50.4065695', '30.6386189')",1,1
1.22,3,32.0,2,3,0,10500,"
ул. Героев Днепра, 15, Киев
","('50.5202917', '30.4888007')",0,1
1.74,3,90.0,3,4,1,30000,"
ул. Полтавская, 10, Киев
","('50.4556319', '30.4866309')",0,2
2.87,3,127.0,3,4,1,20600,"
ул. Коновальца Евгения (Щорса), 32г, Киев
","('50.4278491', '30.531574')",0,1
1.74,3,58.0,2,6,1,18500,"
ул. Полтавская, 10, Киев
","('50.4556319', '30.4866309')",1,2
2.87,3,77.0,2,4,1,69000,"
ул. Деловая (Димитрова), 1/2, Киев
","('50.4298628', '30.5204949')",0,2
1.12,1,105.0,3,8,0,18000,"
Харьковское шоссе, 58а, Киев
","('50.4230591', '30.6466459')",0,1
1.12,3,70.0,2,8,0,16500,"
ул. Княжий Затон, 14в, Киев
","('50.4016822', '30.616518')",1,1
1.53,3,50.0,2,4,0,16500,"
ул. Маричанская (Бубнова Андрея), 9, Киев
","('50.3926975', '30.5007122')",0,1
1.22,3,126.0,4,4,0,25000,"
ул. Тимошенко Маршала, 29, Киев
","('50.5128722', '30.504806')",0,1
1.0,1,90.0,3,9,0,10000,"
ул. Радунская, 5б, Киев
","('50.5276975', '30.6008284')",0,1
1.74,3,53.0,1,4,1,27500,"
ул. Полтавская, 10, Киев
","('50.4556319', '30.4866309')",0,2
1.29,1,100.0,3,4,0,35700,"
ул. Кирилловская (Фрунзе), 14-18, Киев
","('50.4680619', '30.5067935')",0,1
1.74,3,160.0,4,4,1,102000,"
Шевченко Тараса бульв., 27б, Киев
","('50.4456275', '30.4976403')",0,2
1.53,3,140.0,3,4,1,76900,"
Голосеевский проспект (40-летия Октября просп.), 60, Киев
","('50.4011176', '30.5120984')",0,1
1.74,3,140.0,3,4,1,82400,"
ул. Пирогова, 2/37б, Киев
","('50.4463215', '30.5063182')",0,2
1.74,3,45.0,2,4,0,13000,"
Победы просп., 12, Киев
","('50.4486976', '30.4839426')",0,2
1.12,3,40.0,1,4,1,15500,"
ул. Ревуцкого, 40в, Киев
","('50.3937924', '30.6530675')",0,1
1.12,1,58.0,2,7,0,10000,"
Харьковское шоссе, 58, Киев
","('50.4230591', '30.6466459')",0,1
2.87,3,92.0,2,10,1,49400,"
ул. Драгомирова Михаила, 20, Киев
","('50.4092905', '30.5438983')",0,1
1.0,1,31.0,1,3,0,8000,"
ул. Жукова Маршала, 25/21, Киев
","('50.475171', '30.6386689')",0,1
1.74,3,72.0,2,4,0,41200,"
ул. Пушкинская, 1-3/5, Киев
","('50.4475491', '30.5193551')",1,2
1.12,1,55.0,2,5,0,9200,"
Харьковское шоссе, 146, Киев
","('50.4209754', '30.6489103')",0,1
1.74,3,80.0,3,6,0,33000,"
ул. Соляная, 70, Киев
","('50.4665166', '30.4907353')",0,1
2.87,3,86.0,2,18,1,68600,"
Леси Украинки бульв., 7в, Киев
","('50.4346578', '30.5312405')",0,1
2.87,3,70.0,2,12,1,37100,"
ул. Джона Маккейна (Кудри Ивана), 3а, Киев
","('50.4142338', '30.5279141')",0,1
1.74,3,52.0,2,2,0,15200,"
ул. Подгорная, 3, Киев
","('50.4652104', '30.4855529')",0,1
1.53,1,70.0,3,1,1,15500,"
ул. Луценко Дмитрия, 6, Киев
","('50.3861564', '30.4485145')",0,1
1.53,3,47.0,2,7,0,20000,"
ул. Жилянская, 45, Киев
","('50.4343724', '30.504478')",0,2
1.0,1,39.0,1,9,0,10000,"
Высоцкого Владимира бульв., 6, Киев
","('50.5136403', '30.62137')",0,1
2.87,3,54.0,1,4,1,27500,"
ул. Джона Маккейна (Кудри Ивана), 7, Киев
","('50.4149353', '30.530897')",0,1
1.19,1,35.0,1,2,0,11500,"
ул. Березняковская, 10, Киев
","('50.4338299', '30.6127406')",0,1
1.19,1,83.0,3,2,0,13500,"
ул. Светличного Ивана (Петровского), 6, Киев
","('50.4367362', '30.4547342')",0,2
1.29,3,50.0,2,5,0,20000,"
ул. Туровская, 29, Киев
","('50.47411', '30.5139701')",0,1
1.74,3,90.0,2,4,0,23000,"
ул. Златоустовская, 47/49, Киев
","('50.4529799', '30.4862818')",0,2
1.53,3,122.0,5,4,0,40400,"
ул. Большая Васильковская, 47, Киев
","('50.4349648', '30.51642')",0,2
1.19,3,127.0,3,16,1,52200,"
ул. Никольско-Слободская, 1а, Киев
","('50.4542848', '30.5930757')",0,1
1.74,3,70.0,2,4,1,20600,"
ул. Сикорского Игоря (Танковая), 1, Киев
","('50.465671', '30.425503')",0,1
1.0,1,30.0,1,2,0,8500,"
ул. Данькевича Константина, 7а, Киев
","('50.5197999', '30.6215786')",0,1
1.18,3,65.0,2,9,0,9000,"
ул. Ирпенская, 74, Киев
","('50.4614041', '30.348444')",0,1
1.53,3,31.0,1,4,0,13500,"
ул. Васильковская, 110а, Киев
","('50.382583', '30.4779691')",0,1
1.18,1,50.0,2,4,0,10000,"
ул. Симиренко, 34, Киев
","('50.407558', '30.4030644')",0,1
1.74,1,30.0,1,4,0,9500,"
ул. Телиги Елены, 53, Киев
","('50.481812', '30.4570541')",0,1
1.74,3,50.0,2,4,0,16000,"
Победы просп., 60, Киев
","('50.4572718', '30.4351545')",0,1
1.53,3,64.0,3,4,0,12000,"
Голосеевский проспект (40-летия Октября просп.), 17, Киев
","('50.4026466', '30.5162763')",0,1
1.19,3,80.0,3,4,0,15000,"
Верховного Совета бульв., 19, Киев
","('50.4494188', '30.620624')",0,1
1.19,1,43.0,2,4,0,8000,"
Мира просп., Киев
","('50.4429007', '30.6224404')",0,1
1.19,1,45.0,1,5,1,12000,"
ул. Воскресенская, 16в, Киев
","('50.4697632', '30.602015')",0,1
1.19,1,45.0,1,5,1,12000,"
ул. Воскресенская, 16в, Киев
","('50.4697632', '30.602015')",1,1
1.22,1,50.0,1,4,0,10000,"
ул. Калнишевского Петра (Майорова М.), 7, Киев
","('50.5215276', '30.4635669')",0,1
1.29,1,70.0,3,9,0,13000,"
Правды просп., 17, Киев
","('50.5043422', '30.446006')",0,1
1.19,1,54.0,1,4,0,12000,"
ул. Смилянская, 10/31, Киев
","('50.4242722', '30.4471508')",0,2
1.22,3,70.0,3,4,0,14000,"
ул. Иорданская (Гавро Лайоша), 4б, Киев
","('50.4923822', '30.5078395')",0,1
1.12,1,92.0,3,4,0,15000,"
Григоренко Петра просп., 28б, Киев
","('50.405527', '30.629087')",0,1
2.87,3,41.0,2,3,0,16000,"
ул. Цитадельная, 7, Киев
","('50.4324305', '30.5476081')",0,1
1.18,3,45.0,1,4,0,11000,"
ул. Верховинная, 37, Киев
","('50.4524003', '30.3711485')",0,1
2.87,3,45.0,2,4,0,19000,"
Леси Украинки бульв., 17/19, Киев
","('50.4297013', '30.5369008')",0,1
1.18,3,48.0,2,1,0,10000,"
ул. Чистяковская, 15, Киев
","('50.4536821', '30.3968971')",0,1
2.87,3,126.0,3,5,1,63200,"
ул. Иоанна Павла II (Лумумбы Патриса), 6/1, Киев
","('50.4206073', '30.5304529')",0,1
1.74,3,69.0,2,4,1,27500,"
ул. Глубочицкая, 13, Киев
","('50.4618174', '30.4890657')",0,1
1.22,3,35.0,2,4,0,8000,"
ул. Богатырская, 14, Киев
","('50.5216807', '30.4872314')",0,1
1.18,1,60.0,2,7,0,10500,"
Курбаса Леся (50-летия Октября) просп., 1, Киев
","('50.4316457', '30.3948199')",0,1
1.74,3,45.0,1,4,0,19200,"
ул. Костельная, 9, Киев
","('50.4523652', '30.5238834')",0,1
1.74,1,100.0,3,4,0,27000,"
ул. Дмитриевская, 69, Киев
","('50.4548104', '30.4868117')",0,2
2.87,3,95.0,2,17,1,43900,"
Леси Украинки бульв., 7б, Киев
","('50.4346578', '30.5312405')",0,1
2.87,3,135.0,3,4,0,27500,"
ул. Старонаводницкая, 4в, Киев
","('50.4280478', '30.544534')",0,1
2.87,3,110.0,3,4,0,46700,"
ул. Липская, 9а, Киев
","('50.4444333', '30.5359045')",1,1
1.12,3,57.0,1,15,0,10500,"
ул. Днепровская наб., 19а, Киев
","('50.4076231', '30.6112419')",0,1
1.29,1,66.7,2,4,1,11000,"
ул. Данченко Сергея, 1, Киев
","('50.4967006', '30.4262978')",0,1
1.12,3,67.0,2,20,0,14000,"
ул. Гмыри Бориса, 2, Киев
","('50.3947644', '30.62639')",0,1
